smiles,inchi,selfies,iupac,lipophilicity
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC(=O)N)CC4,"InChI=1S/C22H23ClFN5O3/c1-31-18-10-17-14(9-19(18)32-13-5-7-29(8-6-13)11-20(25)30)22(27-12-26-17)28-16-4-2-3-15(23)21(16)24/h2-4,9-10,12-13H,5-8,11H2,1H3,(H2,25,30)(H,26,27,28)",[C][O][C][=C][C][=N][C][=N][C][Branch1][=C][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][F][=C][Ring1][#C][C][=C][Ring2][Ring1][Ring1][O][C][C][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][N][C][C][Ring1][#Branch2],2-[4-[4-[(3-chloro-2-fluorophenyl)amino]-7-methoxyquinazolin-6-yl]oxypiperidin-1-yl]acetamide,3.1
NC(=O)c1ccc(Br)cc1,"InChI=1S/C7H6BrNO/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H2,9,10)",[N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],4-bromobenzamide,1.75
N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m1/s1",[N][C@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O],(2r)-2-amino-3-(1h-indol-3-yl)propanoic acid,-0.92
CC(C)CN1C(=O)N(C)C(=O)c2c(SCCCO)c(Cc3ccccc3C(F)(F)F)sc12,"InChI=1S/C22H25F3N2O3S2/c1-13(2)12-27-20-17(19(29)26(3)21(27)30)18(31-10-6-9-28)16(32-20)11-14-7-4-5-8-15(14)22(23,24)25/h4-5,7-8,13,28H,6,9-12H2,1-3H3",[C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][C][Branch1][=Branch1][S][C][C][C][O][=C][Branch2][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][S][C][Ring2][Ring1][N][=Ring2][Ring1][Branch1],"5-(3-hydroxypropylsulfanyl)-3-methyl-1-(2-methylpropyl)-6-[[2-(trifluoromethyl)phenyl]methyl]thieno[3,2-e]pyrimidine-2,4-dione",4.05
Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4cccs4)C3=O,"InChI=1S/C16H10ClN3O3S/c17-8-3-4-10-11(6-8)18-13-12(14(10)21)16(23)20(19-15(13)22)7-9-2-1-5-24-9/h1-6H,7H2,(H,18,21)(H,19,22)",[Cl][C][=C][C][=C][C][=Branch1][C][=O][C][=C][Branch1][Branch2][N][C][Ring1][#Branch1][=C][Ring1][O][C][=Branch1][C][=O][N][N][Branch1][=Branch2][C][C][=C][C][=C][S][Ring1][Branch1][C][Ring1][S][=O],"7-chloro-2-(thiophen-2-ylmethyl)-3,5-dihydropyridazino[4,5-b]quinoline-1,4,10-trione",1.52
Nc1[nH]ncc1S(=O)(=O)c2ccccc2,"InChI=1S/C9H9N3O2S/c10-9-8(6-11-12-9)15(13,14)7-4-2-1-3-5-7/h1-6H,(H3,10,11,12)",[N][C][NH1][N][=C][C][=Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],4-phenylsulfonyl-2h-pyrazol-3-amine,1.1
CCn1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13,"InChI=1S/C22H21N3O/c1-2-25-20-6-4-3-5-18(20)19-15-17(8-9-21(19)25)24-22(26)10-7-16-11-13-23-14-12-16/h3-6,8-9,11-15H,2,7,10H2,1H3,(H,24,26)",[C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][S][N][C][=Branch1][C][=O][C][C][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][Branch2][Ring1][P],n-(9-ethylcarbazol-3-yl)-3-pyridin-4-ylpropanamide,3.75
Fc1ccc2cn[nH]c2c1,"InChI=1S/C7H5FN2/c8-6-2-1-5-4-9-10-7(5)3-6/h1-4H,(H,9,10)",[F][C][=C][C][=C][C][=N][NH1][C][Ring1][Branch1][=C][Ring1][=Branch2],6-fluoro-1h-indazole,2.3
CCC1(CCC(=O)NC1=O)c2ccc(N)cc2,"InChI=1S/C13H16N2O2/c1-2-13(8-7-11(16)15-12(13)17)9-3-5-10(14)6-4-9/h3-6H,2,7-8,14H2,1H3,(H,15,16,17)",[C][C][C][Branch1][N][C][C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],"3-(4-aminophenyl)-3-ethylpiperidine-2,6-dione",0.6
OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,"InChI=1S/C14H19Cl2NO2/c15-8-10-17(11-9-16)13-6-4-12(5-7-13)2-1-3-14(18)19/h4-7H,1-3,8-11H2,(H,18,19)",[O][C][=Branch1][C][=O][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][Ring2][C][C][Cl][C][C][Cl],4-[4-[bis(2-chloroethyl)amino]phenyl]butanoic acid,1.47
CC(C)N=C1C=C2N(c3ccc(Cl)cc3)c4ccccc4N=C2C=C1Nc5ccc(Cl)cc5,"InChI=1S/C27H22Cl2N4/c1-17(2)30-24-16-27-25(15-23(24)31-20-11-7-18(28)8-12-20)32-22-5-3-4-6-26(22)33(27)21-13-9-19(29)10-14-21/h3-17,31H,1-2H3",[C][C][Branch1][C][C][N][=C][C][=C][N][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][P][C][=C][Ring2][Ring1][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],"n,5-bis(4-chlorophenyl)-3-propan-2-yliminophenazin-2-amine",3.17
CN(C)CC(O)COc1ccc(Nc2cc(Nc3cc(Cl)ccc3Cl)ncn2)cc1,"InChI=1S/C21H23Cl2N5O2/c1-28(2)11-16(29)12-30-17-6-4-15(5-7-17)26-20-10-21(25-13-24-20)27-19-9-14(22)3-8-18(19)23/h3-10,13,16,29H,11-12H2,1-2H3,(H2,24,25,26,27)",[C][N][Branch1][C][C][C][C][Branch1][C][O][C][O][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=C][C][Branch1][=C][N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Cl][=N][C][=N][Ring1][#C][C][=C][Ring2][Ring1][=Branch1],"1-[4-[[6-[(2,5-dichlorophenyl)amino]pyrimidin-4-yl]amino]phenoxy]-3-dimethylaminopropan-2-ol",2.6
CN1CCN(CC1)c2ccc(Nc3ncc(C)c(Nc4cccc(c4)S(=O)(=O)NC(C)(C)C)n3)cc2,"InChI=1S/C26H35N7O2S/c1-19-18-27-25(29-20-9-11-22(12-10-20)33-15-13-32(5)14-16-33)30-24(19)28-21-7-6-8-23(17-21)36(34,35)31-26(2,3)4/h6-12,17-18,31H,13-16H2,1-5H3,(H2,27,28,29,30)",[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch2][Ring2][N][N][C][=N][C][=C][Branch1][C][C][C][Branch2][Ring1][N][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][=N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][=N],n-tert-butyl-3-[[5-methyl-2-[[4-(4-methylpiperazin-1-yl)phenyl]amino]pyrimidin-4-yl]amino]benzenesulfonamide,2.84
NS(=O)(=O)c1cc(Cl)c(Cl)c(c1)S(=O)(=O)N,"InChI=1S/C6H6Cl2N2O4S2/c7-4-1-3(15(9,11)12)2-5(6(4)8)16(10,13)14/h1-2H,(H2,9,11,12)(H2,10,13,14)",[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=Branch1][Ring2][=C][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N],"4,5-dichlorobenzene-1,3-disulfonamide",0.92
Fc1ccc(cc1)c2cn3ccccc3n2,InChI=1S/C13H9FN2/c14-11-6-4-10(5-7-11)12-9-16-8-2-1-3-13(16)15-12/h1-9H,[F][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][N][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][=Branch2],"2-(4-fluorophenyl)imidazo[1,2-a]pyridine",3.1
Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1N4C(=O)CCC4=O,"InChI=1S/C19H14FN3O3/c20-14-6-5-11(10-16(14)23-17(24)7-8-18(23)25)9-15-12-3-1-2-4-13(12)19(26)22-21-15/h1-6,10H,7-9H2,(H,22,26)",[F][C][=C][C][=C][Branch2][Ring1][Ring1][C][C][=N][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][C][=C][Ring2][Ring1][C][N][C][=Branch1][C][=O][C][C][C][Ring1][=Branch1][=O],"1-[2-fluoro-5-[(4-oxo-3h-phthalazin-1-yl)methyl]phenyl]pyrrolidine-2,5-dione",1
CN(C)c1cccc2c(cccc12)S(=O)(=O)N(C)CC(=O)O,"InChI=1S/C15H18N2O4S/c1-16(2)13-8-4-7-12-11(13)6-5-9-14(12)22(20,21)17(3)10-15(18)19/h4-9H,10H2,1-3H3,(H,18,19)",[C][N][Branch1][C][C][C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][C][C][C][C][=Branch1][C][=O][O],2-[(5-dimethylaminonaphthalen-1-yl)sulfonyl-methylamino]acetic acid,-1.45
Cc1cc(on1)c2ccc(cc2F)N3C[C@H](Cn4ccnn4)OC3=O,"InChI=1S/C16H14FN5O3/c1-10-6-15(25-19-10)13-3-2-11(7-14(13)17)22-9-12(24-16(22)23)8-21-5-4-18-20-21/h2-7,12H,8-9H2,1H3/t12-/m0/s1",[C][C][C][=C][Branch1][Branch1][O][N][=Ring1][Branch1][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][N][C][C@H1][Branch1][=Branch2][C][N][C][=C][N][=N][Ring1][Branch1][O][C][Ring1][O][=O],"(5r)-3-[3-fluoro-4-(3-methyl-1,2-oxazol-5-yl)phenyl]-5-(triazol-1-ylmethyl)-1,3-oxazolidin-2-one",1.99
COc1ccnc(NC2CCN(CC2)C(=O)c3ccccc3)c1,"InChI=1S/C18H21N3O2/c1-23-16-7-10-19-17(13-16)20-15-8-11-21(12-9-15)18(22)14-5-3-2-4-6-14/h2-7,10,13,15H,8-9,11-12H2,1H3,(H,19,20)",[C][O][C][=C][C][=N][C][Branch2][Ring1][Branch2][N][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][Branch1],[4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl]-phenylmethanone,2.06
Nc1c(cnn1c2ccc(F)cc2)C(=O)c3cccc(OC[C@H](O)CO)c3,"InChI=1S/C19H18FN3O4/c20-13-4-6-14(7-5-13)23-19(21)17(9-22-23)18(26)12-2-1-3-16(8-12)27-11-15(25)10-24/h1-9,15,24-25H,10-11,21H2/t15-/m1/s1",[N][C][=C][Branch1][P][C][=N][N][Ring1][Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][=Branch2][O][C][C@H1][Branch1][C][O][C][O][=C][Ring1][N],"[5-amino-1-(4-fluorophenyl)pyrazol-4-yl]-[3-[(2r)-2,3-dihydroxypropoxy]phenyl]methanone",1.94
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN4CCN(C)CC4,"InChI=1S/C22H25ClFN5O2/c1-28-5-7-29(8-6-28)9-10-31-21-12-16-19(13-20(21)30-2)25-14-26-22(16)27-15-3-4-18(24)17(23)11-15/h3-4,11-14H,5-10H2,1-2H3,(H,25,26,27)",[C][O][C][=C][C][=N][C][=N][C][Branch1][S][N][C][=C][C][=C][Branch1][C][F][C][Branch1][C][Cl][=C][Ring1][Branch2][=C][Ring1][#C][C][=C][Ring2][Ring1][Ring1][O][C][C][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1],n-(3-chloro-4-fluorophenyl)-7-methoxy-6-[2-(4-methylpiperazin-1-yl)ethoxy]quinazolin-4-amine,3.3
O=C1NCCc2[nH]c(cc12)c3ccncc3,"InChI=1S/C12H11N3O/c16-12-9-7-11(8-1-4-13-5-2-8)15-10(9)3-6-14-12/h1-2,4-5,7,15H,3,6H2,(H,14,16)",[O][=C][N][C][C][C][NH1][C][=Branch1][#Branch1][=C][C][Ring1][=Branch2][=Ring1][Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],"2-pyridin-4-yl-1,5,6,7-tetrahydropyrrolo[3,2-c]pyridin-4-one",1.49
COc1cc(ccc1OCCN2CCCC2)N3C=Nc4cc(sc4C3=O)c5ccc(Cl)cc5,"InChI=1S/C25H24ClN3O3S/c1-31-22-14-19(8-9-21(22)32-13-12-28-10-2-3-11-28)29-16-27-20-15-23(33-24(20)25(29)30)17-4-6-18(26)7-5-17/h4-9,14-16H,2-3,10-13H2,1H3",[C][O][C][=C][C][=Branch1][S][=C][C][=C][Ring1][=Branch1][O][C][C][N][C][C][C][C][Ring1][Branch1][N][C][=N][C][C][=C][Branch1][=Branch2][S][C][=Ring1][Branch1][C][Ring1][=Branch2][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],"6-(4-chlorophenyl)-3-[3-methoxy-4-(2-pyrrolidin-1-ylethoxy)phenyl]thieno[2,3-e]pyrimidin-4-one",2.74
CN1CCc2c(NC(=O)Cc3ccccc3)c4ccccc4nc12,"InChI=1S/C20H19N3O/c1-23-12-11-16-19(15-9-5-6-10-17(15)21-20(16)23)22-18(24)13-14-7-3-2-4-8-14/h2-10H,11-13H2,1H3,(H,21,22,24)",[C][N][C][C][C][=C][Branch1][#C][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring2][Ring1][#Branch1][Ring2][Ring1][Ring2],"n-(1-methyl-2,3-dihydropyrrolo[2,3-b]quinolin-4-yl)-2-phenylacetamide",2.8
Cc1c[nH]c(\C=C\2/C(=O)Nc3ccccc23)c1CCC(=O)O,"InChI=1S/C17H16N2O3/c1-10-9-18-15(11(10)6-7-16(20)21)8-13-12-4-2-3-5-14(12)19-17(13)22/h2-5,8-9,18H,6-7H2,1H3,(H,19,22)(H,20,21)/b13-8-",[C][C][=C][NH1][C][Branch2][Ring1][C][\C][=C][/C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][\-Ring1][#Branch2][Ring1][=Branch1][=C][Ring1][S][C][C][C][=Branch1][C][=O][O],"3-[4-methyl-2-[(2-oxo-1h-indol-3-ylidene)methyl]-1h-pyrrol-3-yl]propanoic acid
3-[4-methyl-2-[(z)-(2-oxo-1h-indol-3-ylidene)methyl]-1h-pyrrol-3-yl]propanoic acid",1.2
Clc1cnc(cc1C(=O)NCC23CC4CC(CC(C4)C2)C3)N5CCNCC5,"InChI=1S/C21H29ClN4O/c22-18-12-24-19(26-3-1-23-2-4-26)8-17(18)20(27)25-13-21-9-14-5-15(10-21)7-16(6-14)11-21/h8,12,14-16,23H,1-7,9-11,13H2,(H,25,27)",[Cl][C][=C][N][=C][Branch2][Ring1][#C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2][N][C][C][N][C][C][Ring1][=Branch1],n-(1-adamantylmethyl)-5-chloro-2-piperazin-1-ylpyridine-4-carboxamide,2.09
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(=O)O,"InChI=1S/C16H17N3O5S/c1-7-6-25-15-11(14(22)19(15)12(7)16(23)24)18-13(21)10(17)8-2-4-9(20)5-3-8/h2-5,10-11,15,20H,6,17H2,1H3,(H,18,21)(H,23,24)/t10-,11-,15-/m1/s1",[C][C][=C][Branch2][Ring2][=Branch1][N][C@H1][Branch1][Branch1][S][C][Ring1][=Branch1][C@H1][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][C][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Ring2][Ring1][C][=O][C][=Branch1][C][=O][O],"(6r,7r)-7-[[(2r)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",-0.86
CN(C)CCOC(c1ccccc1)c2ccccc2C,"InChI=1S/C18H23NO/c1-15-9-7-8-12-17(15)18(20-14-13-19(2)3)16-10-5-4-6-11-16/h4-12,18H,13-14H2,1-3H3",[C][N][Branch1][C][C][C][C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C],"n,n-dimethyl-2-[(2-methylphenyl)-phenylmethoxy]ethanamine",1.47
CCOc1ccc2nc(NC(=O)CC)sc2c1,"InChI=1S/C12H14N2O2S/c1-3-11(15)14-12-13-9-6-5-8(16-4-2)7-10(9)17-12/h5-7H,3-4H2,1-2H3,(H,13,14,15)",[C][C][O][C][=C][C][=C][N][=C][Branch1][Branch2][N][C][=Branch1][C][=O][C][C][S][C][Ring1][#Branch2][=C][Ring1][=C],"n-(6-ethoxy-1,3-benzothiazol-2-yl)propanamide",3.4
O=C(NCc1ccccn1)c2ccc(Oc3ccccc3)cc2,"InChI=1S/C19H16N2O2/c22-19(21-14-16-6-4-5-13-20-16)15-9-11-18(12-10-15)23-17-7-2-1-3-8-17/h1-13H,14H2,(H,21,22)",[O][=C][Branch1][O][N][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][C][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N],4-(phenoxy)-n-(pyridin-2-ylmethyl)benzamide,2.7
CN1CCN(CC1)S(=O)(=O)c2ccc(cc2F)c3cnc(N)c(n3)C(=O)Nc4cccnc4,"InChI=1S/C21H22FN7O3S/c1-28-7-9-29(10-8-28)33(31,32)18-5-4-14(11-16(18)22)17-13-25-20(23)19(27-17)21(30)26-15-3-2-6-24-12-15/h2-6,11-13H,7-10H2,1H3,(H2,23,25)(H,26,30)",[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][C][=C][N][=C][Branch1][C][N][C][=Branch1][Ring2][=N][Ring1][#Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][N][=C][Ring1][=Branch1],3-amino-6-[3-fluoro-4-(4-methylpiperazin-1-yl)sulfonylphenyl]-n-pyridin-3-ylpyrazine-2-carboxamide,2.66
COc1ccccc1C2=COc3cc(O)ccc3C2=O,"InChI=1S/C16H12O4/c1-19-14-5-3-2-4-11(14)13-9-20-15-8-10(17)6-7-12(15)16(13)18/h2-9,17H,1H3",[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][O][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][C][Ring1][O][=O],7-hydroxy-3-(2-methoxyphenyl)chromen-4-one,2.55
Fc1ccc(cc1F)N2C=CN=C(SCC(=O)NC3CCCC3)C2=O,"InChI=1S/C17H17F2N3O2S/c18-13-6-5-12(9-14(13)19)22-8-7-20-16(17(22)24)25-10-15(23)21-11-3-1-2-4-11/h5-9,11H,1-4,10H2,(H,21,23)",[F][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][N][C][=C][N][=C][Branch1][#C][S][C][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][Branch1][C][Ring1][S][=O],"n-cyclopentyl-2-[4-(3,4-difluorophenyl)-3-oxopyrazin-2-yl]sulfanylacetamide",2
CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)OCc3ccccn3)C(=O)C(F)(F)F,"InChI=1S/C26H25F3N4O5/c1-16(2)22(23(35)26(27,28)29)32-21(34)14-33-20(17-8-4-3-5-9-17)12-11-19(24(33)36)31-25(37)38-15-18-10-6-7-13-30-18/h3-13,16,22H,14-15H2,1-2H3,(H,31,37)(H,32,34)",[C][C][Branch1][C][C][C][Branch2][Ring2][O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=Branch1][=C][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],"pyridin-2-ylmethyl n-[2-oxo-1-[2-oxo-2-[(1,1,1-trifluoro-4-methyl-2-oxopentan-3-yl)amino]ethyl]-6-phenylpyridin-3-yl]carbamate",1.91
COc1ccc(cc1)C(=O)CS(=O)(=O)c2ccccc2,"InChI=1S/C15H14O4S/c1-19-13-9-7-12(8-10-13)15(16)11-20(17,18)14-5-3-2-4-6-14/h2-10H,11H2,1H3",[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],1-(4-methoxyphenyl)-2-phenylsulfonylethanone,1.96
CN(C)CC\C=C\1/c2ccccc2Sc3ccc(Cl)cc13,"InChI=1S/C18H18ClNS/c1-20(2)11-5-7-14-15-6-3-4-8-17(15)21-18-10-9-13(19)12-16(14)18/h3-4,6-10,12H,5,11H2,1-2H3/b14-7+",[C][N][Branch1][C][C][C][C][\C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][\-Ring1][#C][Ring1][#Branch1],"(3e)-3-(2-chlorothioxanthen-9-ylidene)-n,n-dimethylpropan-1-amine
3-(2-chlorothioxanthen-9-ylidene)-n,n-dimethylpropan-1-amine",3.42
Clc1ccc(cc1)C2(CCC2)C(=O)Nc3oc(nn3)C(=O)Nc4ccc(cc4)N5CCOCC5,"InChI=1S/C24H24ClN5O4/c25-17-4-2-16(3-5-17)24(10-1-11-24)22(32)27-23-29-28-21(34-23)20(31)26-18-6-8-19(9-7-18)30-12-14-33-15-13-30/h2-9H,1,10-15H2,(H,26,31)(H,27,29,32)",[Cl][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][=Branch1][C][C][C][Ring1][Ring2][C][=Branch1][C][=O][N][C][O][C][=Branch1][Branch1][=N][N][=Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1],"5-[[1-(4-chlorophenyl)cyclobutanecarbonyl]amino]-n-(4-morpholin-4-ylphenyl)-1,3,4-oxadiazole-2-carboxamide",3.2
CC(COc1ccccc1)NC(C)C(O)c2ccc(O)cc2,"InChI=1S/C18H23NO3/c1-13(12-22-17-6-4-3-5-7-17)19-14(2)18(21)15-8-10-16(20)11-9-15/h3-11,13-14,18-21H,12H2,1-2H3",[C][C][Branch1][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][C][C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],4-[1-hydroxy-2-[1-(phenoxy)propan-2-ylamino]propyl]phenol,0.56
Cc1ccc2c(c1)c(Sc3ccccc3)c(CC(=O)O)n2C,"InChI=1S/C18H17NO2S/c1-12-8-9-15-14(10-12)18(16(19(15)2)11-17(20)21)22-13-6-4-3-5-7-13/h3-10H,11H2,1-2H3,(H,20,21)",[C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][#Branch2][S][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][Ring1][P][C],"2-(1,5-dimethyl-3-phenylsulfanylindol-2-yl)acetic acid",1.74
O=C(N1CCNCC1)c2cc3ccccc3[nH]2,"InChI=1S/C13H15N3O/c17-13(16-7-5-14-6-8-16)12-9-10-3-1-2-4-11(10)15-12/h1-4,9,14-15H,5-8H2",[O][=C][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2],1h-indol-2-yl-piperazin-1-ylmethanone,0.6
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CC[C@H]3CCN(CCc4ccccc4)C[C@@H]23,"InChI=1S/C27H42N4O2/c1-20(28-2)26(32)29-25(23-11-7-4-8-12-23)27(33)31-18-15-22-14-17-30(19-24(22)31)16-13-21-9-5-3-6-10-21/h3,5-6,9-10,20,22-25,28H,4,7-8,11-19H2,1-2H3,(H,29,32)/t20-,22+,24+,25-/m0/s1",[C][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C@H1][C][C][N][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Ring1][P][Ring1][=C],"(2s)-n-[(1s)-2-[(3ar,7as)-6-(2-phenylethyl)-3,3a,4,5,7,7a-hexahydro-2h-pyrrolo[2,3-c]pyridin-1-yl]-1-cyclohexyl-2-oxoethyl]-2-methylaminopropanamide",2.47
CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2ccc(F)cc2)N)C(=O)C(F)(F)F,"InChI=1S/C18H18F4N4O3/c1-9(2)14(15(28)18(20,21)22)25-13(27)8-26-16(24-7-12(23)17(26)29)10-3-5-11(19)6-4-10/h3-7,9,14H,8,23H2,1-2H3,(H,25,27)",[C][C][Branch1][C][C][C][Branch2][Ring1][S][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=Branch1][P][=C][N][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],"2-[5-amino-2-(4-fluorophenyl)-6-oxopyrimidin-1-yl]-n-(1,1,1-trifluoro-4-methyl-2-oxopentan-3-yl)acetamide",1.05
