doi,Electrical resistivity (Ωcm),Seebeck coefficient (μCV/K),ZT (thermoelectric figure of merit) ,formula,synthesis,form,temperature,Thermal conductivity (W/mK),Average atomic mass (g/mol),Scarcity (wt fraction/abundance),HHIP (Herfindahl?Hirschman Index for elemental production),HHIR (Herfindahl?Hirschman Index for elemental reserves),Unit cell volume (Å³),Average atomic volume (Å³),Atoms per unit cell,Electrical conductivity (Ω⁻¹ cm⁻¹),Power Factor (W/(K²m)),S² (μV/K)²,Electronic fraction of thermal conductivity (ϰₑ/ϰ)
10.1063/1.1480115,0.00728,184,0.46,Ca2.7Na0.3Co4O9,"solid state reaction, air",polycrystalline,1000,2.05,30.93,17330,2459,1745,147.11,10.865,13.54,137,0.000465,33900,0.163
10.1063/1.1480115,0.00783,197,0.49,Ca2.7Bi0.3Co4O9,"solid state reaction, air",polycrystalline,1000,2.05,34.41,6713000,2799,2245,147.11,10.865,13.54,128,0.000495,38700,0.152
10.1063/1.1480115,0.00762,205,0.55,Ca2.4Na0.3Bi0.3Co4O9,"solid state reaction, air",polycrystalline,1000,1.75,34.09,6776000,2754,2239,147.11,10.865,13.54,131,0.000551,42000,0.183
10.1063/1.1502190,0.00212,109,0.17,Bi2Sr2Co2O8,Solid state reaction + extra,single crystal,300,2.185,59.93,29310000,4016,4061,380.53,13.59,28,471,0.000558,11900,0.158
10.1063/1.1502190,0.00238,120,0.24,Bi2Sr2Co2O8,Solid state reaction + extra,single crystal,400,2.125,59.93,29310000,4016,4061,380.53,13.59,28,420,0.000605,14400,0.193
10.1063/1.1502190,0.00277,171,0.74,Bi2Sr2Co2O8,Solid state reaction + extra,single crystal,700,2.068,59.93,29310000,4016,4061,380.53,13.59,28,362,0.00106,29400,0.299
10.1063/1.1502190,0.00367,294,2.35,Bi2Sr2Co2O8,Solid state reaction + extra,single crystal,1000,1.973,59.93,29310000,4016,4061,380.53,13.59,28,273,0.00235,86200,0.337
10.1063/1.1687532,0.513,33,6.20E-05,Ca1Mn6.5Cu0.5O12,"solid state reaction, air",polycrystalline,300,,31.05,1387,1401,1359,598.91,9.982,60,1.949,2.07E-07,1060,
10.1063/1.1687532,0.248,-13,2.09E-05,Ca1Mn6Cu1O12,"solid state reaction, air",polycrystalline,300,,31.26,2126,1401,1348,598.91,9.982,60,4.038,6.97E-08,173,
10.1063/1.1687532,1720,-56,5.40E-08,Li1Mn2O4,"solid state reaction, air",polycrystalline,300,,25.83,2694,1254,1425,555.64,9.922,56,0.000581,1.80E-10,3100,
10.1063/1.1687532,0.055,-22,0.000269,Pr0.5Ca0.5Mn1O3,"solid state reaction, air",polycrystalline,300,,38.69,40990,4428,1928,221.92,11.096,20,18.1,8.97E-07,496,
10.1063/1.1687532,0.173,9,2.00E-05,Ca1Mn6.5Cu0.5O12,"solid state reaction, air",polycrystalline,400,,31.05,1387,1401,1359,598.91,9.982,60,5.793,5.00E-08,86.3,
10.1063/1.1687532,0.101,-20,0.000157,Ca1Mn6Cu1O12,"solid state reaction, air",polycrystalline,400,,31.26,2126,1401,1348,598.91,9.982,60,9.895,3.93E-07,397,
10.1063/1.1687532,74.1,-46,1.14E-06,Li1Mn2O4,"solid state reaction, air",polycrystalline,400,,25.83,2694,1254,1425,555.64,9.922,56,0.013,2.85E-09,2120,
10.1063/1.1687532,0.03,-23,0.000696,Pr0.5Ca0.5Mn1O3,"solid state reaction, air",polycrystalline,400,,38.69,40990,4428,1928,221.92,11.096,20,33.5,1.74E-06,518,
10.1063/1.1687532,0.089,8,5.05E-05,Ca1Mn7O12,"solid state reaction, air",polycrystalline,700,,30.83,636.4,1400,1370,598.91,9.982,60,11.2,7.21E-08,64.4,
10.1063/1.1687532,0.05,-15,0.000329,Ca1Mn6.5Cu0.5O12,"solid state reaction, air",polycrystalline,700,,31.05,1387,1401,1359,598.91,9.982,60,20,4.70E-07,235,
10.1063/1.1687532,0.033,-27,0.0016,Ca1Mn6Cu1O12,"solid state reaction, air",polycrystalline,700,,31.26,2126,1401,1348,598.91,9.982,60,30.6,2.29E-06,747,
10.1063/1.1687532,1.167,-30,5.46E-05,Li1Mn2O4,"solid state reaction, air",polycrystalline,700,,25.83,2694,1254,1425,555.64,9.922,56,0.857,7.80E-08,911,
10.1063/1.1687532,0.016,-23,0.00239,Pr0.5Ca0.5Mn1O3,"solid state reaction, air",polycrystalline,700,,38.69,40990,4428,1928,221.92,11.096,20,62.1,3.41E-06,549,
10.1063/1.1687532,0.041,-20,0.001,Ca1Mn7O12,"solid state reaction, air",polycrystalline,1000,,30.83,636.4,1400,1370,598.91,9.982,60,24.7,1.00E-06,407,
10.1063/1.1687532,0.028,-24,0.00211,Ca1Mn6.5Cu0.5O12,"solid state reaction, air",polycrystalline,1000,,31.05,1387,1401,1359,598.91,9.982,60,35.5,2.11E-06,593,
10.1063/1.1687532,0.02,-30,0.00447,Ca1Mn6Cu1O12,"solid state reaction, air",polycrystalline,1000,,31.26,2126,1401,1348,598.91,9.982,60,49,4.47E-06,912,
10.1063/1.1687532,0.261,-19,0.000144,Li1Mn2O4,"solid state reaction, air",polycrystalline,1000,,25.83,2694,1254,1425,555.64,9.922,56,3.83,1.44E-07,377,
10.1063/1.1687532,0.013,-24,0.00443,Pr0.5Ca0.5Mn1O3,"solid state reaction, air",polycrystalline,1000,,38.69,40990,4428,1928,221.92,11.096,20,78.5,4.43E-06,564,
10.1063/1.1868063,0.00975,-179,0.1,Zr0.5Hf0.5Ni1Sn1,"arc-melted, Ar",polycrystalline,300,4.087,104.09,262000,2643,2022,226.87,18.906,12,103,0.000328,32000,0.018
10.1063/1.1868063,0.00904,-189,0.12,Zr0.4Hf0.4Ti0.2Ni1Sn1,"arc-melted, Ar",polycrystalline,300,3.814,98.29,258100,2524,1954,226.87,18.906,12,111,0.000394,35600,0.021
10.1063/1.1868063,0.00861,-370,0.48,Zr0.35Hf0.35Ti0.3Ni1Sn1,"arc-melted, Ar",polycrystalline,300,3.17,95.39,256000,2459,1917,226.87,18.906,12,116,0.00159,137000,0.027
10.1063/1.1868063,0.00476,-312,0.61,Zr0.25Hf0.25Ti0.5Ni1Sn1,"arc-melted, Ar",polycrystalline,300,3.063,89.59,251300,2315,1836,226.87,18.906,12,210,0.00204,97100,0.05
10.1063/1.1868063,0.00481,-252,0.4,Zr0.15Hf0.15Ti0.7Ni1Sn1,"arc-melted, Ar",polycrystalline,300,3.394,83.79,246000,2152,1744,226.87,18.906,12,208,0.00132,63600,0.045
10.1063/1.1868063,0.00626,-209,0.28,Zr0.5Hf0.5Ni1Sn1,"arc-melted, Ar",polycrystalline,400,3.53,104.09,262000,2643,2022,226.87,18.906,12,160,0.000695,43500,0.044
10.1063/1.1868063,0.00511,-234,0.43,Zr0.4Hf0.4Ti0.2Ni1Sn1,"arc-melted, Ar",polycrystalline,400,3.345,98.29,258100,2524,1954,226.87,18.906,12,196,0.00107,54600,0.057
10.1063/1.1868063,0.00555,-379,1.04,Zr0.35Hf0.35Ti0.3Ni1Sn1,"arc-melted, Ar",polycrystalline,400,2.837,95.39,256000,2459,1917,226.87,18.906,12,180,0.00259,144000,0.062
10.1063/1.1868063,0.00338,-330,1.29,Zr0.25Hf0.25Ti0.5Ni1Sn1,"arc-melted, Ar",polycrystalline,400,3.003,89.59,251300,2315,1836,226.87,18.906,12,296,0.00322,109000,0.096
10.1063/1.1868063,0.00313,-265,0.9,Zr0.15Hf0.15Ti0.7Ni1Sn1,"arc-melted, Ar",polycrystalline,400,3.072,83.79,246000,2152,1744,226.87,18.906,12,319,0.00224,70100,0.101
10.1063/1.1868063,0.00217,-236,1.8,Zr0.5Hf0.5Ni1Sn1,"arc-melted, Ar",polycrystalline,700,3.274,104.09,262000,2643,2022,226.87,18.906,12,462,0.00257,55700,0.241
10.1063/1.1868063,0.00177,-277,3.03,Zr0.4Hf0.4Ti0.2Ni1Sn1,"arc-melted, Ar",polycrystalline,700,3.196,98.29,258100,2524,1954,226.87,18.906,12,566,0.00433,76600,0.303
10.1063/1.1868063,0.00228,-348,3.72,Zr0.35Hf0.35Ti0.3Ni1Sn1,"arc-melted, Ar",polycrystalline,700,2.942,95.39,256000,2459,1917,226.87,18.906,12,438,0.00531,121000,0.255
10.1063/1.1868063,0.00163,-328,4.62,Zr0.25Hf0.25Ti0.5Ni1Sn1,"arc-melted, Ar",polycrystalline,700,3.254,89.59,251300,2315,1836,226.87,18.906,12,612,0.0066,108000,0.321
10.1063/1.1868063,0.00148,-261,3.21,Zr0.15Hf0.15Ti0.7Ni1Sn1,"arc-melted, Ar",polycrystalline,700,3.157,83.79,246000,2152,1744,226.87,18.906,12,675,0.00458,67900,0.365
10.1063/1.2009828,0.254,388,0.02,Ag9Tl1Te5,melted,polycrystalline,300,0.2,120.88,358900000,2408,3201,4758.66,27.349,174,3.931,5.92E-05,151000,0.014
10.1063/1.2009828,0.083,327,0.05,Ag9Tl1Te5,melted,polycrystalline,400,0.21,120.88,358900000,2408,3201,4758.66,27.349,174,12,0.000129,107000,0.056
10.1063/1.2009828,0.026,311,0.26,Ag9Tl1Te5,melted,polycrystalline,700,0.2,120.88,358900000,2408,3201,4758.66,27.349,174,37.9,0.000366,96700,0.323
10.1063/1.2163979,0.000662,-50,0.11,Ba8Ga16Ge30,"Czochralski method, argon",single crystal,300,1.94,81.36,356000,4753,2008,1254.12,23.224,54,1510,0.000378,2500,0.57
10.1063/1.2163979,0.000791,-75,0.28,Ba8Ga16Ge30,"Czochralski method, argon",single crystal,400,1.79,81.36,356000,4753,2008,1254.12,23.224,54,1260,0.000711,5620,0.689
10.1063/1.2163979,0.00142,-150,1.11,Ba8Ga16Ge30,"Czochralski method, argon",single crystal,700,1.56,81.36,356000,4753,2008,1254.12,23.224,54,705,0.00159,22500,0.772
10.1063/1.2163979,0.002,-200,2,Ba8Ga16Ge30,"Czochralski method, argon",single crystal,1000,1.43,81.36,356000,4753,2008,1254.12,23.224,54,501,0.002,40000,0.855
10.1063/1.2362922,0.012,-90,0.03,Ca0.9Nd0.1Mn1O3,Solid state reaction,polycrystalline,400,2.413,30.69,2894,2525,1444,210.93,10.546,20,83.8,6.83E-05,8150,0.034
10.1063/1.2362922,0.011,-90,0.03,Ca0.9Tb0.1Mn1O3,Solid state reaction,polycrystalline,400,1.587,30.98,96250,2591,1460,209.02,10.451,20,93,7.58E-05,8150,0.057
10.1063/1.2362922,0.00698,-90,0.05,Ca0.9Ho0.1Mn1O3,Solid state reaction,polycrystalline,400,2.068,31.1,85220,2618,1467,208.44,10.422,20,143,0.000117,8150,0.068
10.1063/1.2362922,0.00406,-90,0.08,Ca0.9Yb0.1Mn1O3,Solid state reaction,polycrystalline,400,1.639,31.26,37270,2653,1475,207.52,10.376,20,247,0.000201,8150,0.147
10.1063/1.2362922,0.461,-600,0.03,Ca1Mn1O3,Solid state reaction,polycrystalline,400,2.973,28.6,398,1861,1276,206.97,10.348,20,2.169,7.81E-05,360000,0.000712
10.1063/1.2362922,0.017,-124,0.06,Ca0.9Nd0.1Mn1O3,Solid state reaction,polycrystalline,700,2.416,30.69,2894,2525,1444,210.93,10.546,20,57.5,8.81E-05,15300,0.041
10.1063/1.2362922,0.015,-124,0.07,Ca0.9Tb0.1Mn1O3,Solid state reaction,polycrystalline,700,1.756,30.98,96250,2591,1460,209.02,10.451,20,65.2,0.0001,15300,0.063
10.1063/1.2362922,0.00981,-124,0.11,Ca0.9Ho0.1Mn1O3,Solid state reaction,polycrystalline,700,2.185,31.1,85220,2618,1467,208.44,10.422,20,102,0.000156,15300,0.08
10.1063/1.2362922,0.00599,-124,0.18,Ca0.9Yb0.1Mn1O3,Solid state reaction,polycrystalline,700,1.609,31.26,37270,2653,1475,207.52,10.376,20,167,0.000256,15300,0.177
10.1063/1.2362922,0.233,-375,0.04,Ca1Mn1O3,Solid state reaction,polycrystalline,700,2.165,28.6,398,1861,1276,206.97,10.348,20,4.29,6.03E-05,140000,0.00338
10.1063/1.2362922,0.021,-130,0.08,Ca0.9Nd0.1Mn1O3,Solid state reaction,polycrystalline,1000,2.382,30.69,2894,2525,1444,210.93,10.546,20,46.9,7.93E-05,16900,0.048
10.1063/1.2362922,0.018,-130,0.09,Ca0.9Tb0.1Mn1O3,Solid state reaction,polycrystalline,1000,1.842,30.98,96250,2591,1460,209.02,10.451,20,54.4,9.19E-05,16900,0.072
10.1063/1.2362922,0.012,-130,0.14,Ca0.9Ho0.1Mn1O3,Solid state reaction,polycrystalline,1000,2.239,31.1,85220,2618,1467,208.44,10.422,20,80,0.000135,16900,0.087
10.1063/1.2362922,0.00825,-130,0.2,Ca0.9Yb0.1Mn1O3,Solid state reaction,polycrystalline,1000,1.588,31.26,37270,2653,1475,207.52,10.376,20,121,0.000205,16900,0.186
10.1063/1.2362922,0.083,-321,0.12,Ca1Mn1O3,Solid state reaction,polycrystalline,1000,2.092,28.6,398,1861,1276,206.97,10.348,20,12,0.000123,103000,0.014
10.1063/1.2828713,0.00123,-119,0.35,Nb1Co1Sn1,Floating zone melting,single crystal,300,6.904,90.18,221500,4729,4317,210.86,17.572,12,814,0.00116,14200,0.086
10.1063/1.2828713,0.00137,-163,0.58,Nb1Co1.05Sn1,Floating zone melting,single crystal,300,6.887,89.67,219500,4711,4299,210.86,17.572,12,728,0.00194,26700,0.077
10.1063/1.2828713,0.00111,-131,0.46,Nb1Co1.10Sn1,Floating zone melting,single crystal,300,5.802,89.17,217500,4693,4281,210.86,17.572,12,901,0.00154,17100,0.114
10.1063/1.2828713,0.00141,-137,0.53,Nb1Co1Sn1,Floating zone melting,single crystal,400,7.958,90.18,221500,4729,4317,210.86,17.572,12,707,0.00133,18800,0.087
10.1063/1.2828713,0.00163,-185,0.84,Nb1Co1.05Sn1,Floating zone melting,single crystal,400,7.01,89.67,219500,4711,4299,210.86,17.572,12,613,0.00211,34400,0.085
10.1063/1.2828713,0.0013,-152,0.71,Nb1Co1.10Sn1,Floating zone melting,single crystal,400,5.83,89.17,217500,4693,4281,210.86,17.572,12,771,0.00178,23100,0.129
10.1063/1.2828713,0.00203,-168,0.97,Nb1Co1Sn1,Floating zone melting,single crystal,700,9.741,90.18,221500,4729,4317,210.86,17.572,12,493,0.00139,28200,0.086
10.1063/1.2828713,0.00234,-237,1.68,Nb1Co1.05Sn1,Floating zone melting,single crystal,700,7.232,89.67,219500,4711,4299,210.86,17.572,12,428,0.0024,56100,0.101
10.1063/1.2828713,0.00184,-189,1.36,Nb1Co1.10Sn1,Floating zone melting,single crystal,700,6.232,89.17,217500,4693,4281,210.86,17.572,12,543,0.00194,35800,0.149
10.1063/1.2828713,0.00259,-178,1.22,Nb1Co1Sn1,Floating zone melting,single crystal,1000,9.927,90.18,221500,4729,4317,210.86,17.572,12,386,0.00122,31500,0.095
10.1063/1.2828713,0.00298,-251,2.11,Nb1Co1.05Sn1,Floating zone melting,single crystal,1000,7.672,89.67,219500,4711,4299,210.86,17.572,12,336,0.00211,62900,0.107
10.1063/1.2828713,0.00242,-199,1.64,Nb1Co1.10Sn1,Floating zone melting,single crystal,1000,6.773,89.17,217500,4693,4281,210.86,17.572,12,413,0.00164,39800,0.149
10.1063/1.3117943,0.00476,-54,0.02,Sr2Ti0.8Nb0.2O4,"solid state reaction, Ar",polycrystalline,300,4.37,42.3,5035,3261,2636,187,13.357,14,210,6.03E-05,2870,0.035
10.1063/1.3117943,0.00186,-42,0.03,Sr3Ti1.6Nb0.4O7,"solid state reaction, Ar",polycrystalline,300,4.96,40.72,5611,3187,2641,305,12.708,24,538,9.67E-05,1800,0.079
10.1063/1.3117943,0.00145,-52,0.06,Sr1Ti0.8Nb0.2O3,"solid state reaction, Ar",polycrystalline,300,10.42,38.5,6498,3072,2648,240.63,12.032,20,689,0.000187,2720,0.048
10.1063/1.3117943,0.00567,-68,0.03,Sr2Ti0.8Nb0.2O4,"solid state reaction, Ar",polycrystalline,400,3.59,42.3,5035,3261,2636,187,13.357,14,176,8.06E-05,4570,0.048
10.1063/1.3117943,0.00217,-57,0.06,Sr3Ti1.6Nb0.4O7,"solid state reaction, Ar",polycrystalline,400,3.89,40.72,5611,3187,2641,305,12.708,24,460,0.00015,3270,0.115
10.1063/1.3117943,0.00142,-62,0.11,Sr1Ti0.8Nb0.2O3,"solid state reaction, Ar",polycrystalline,400,8.62,38.5,6498,3072,2648,240.63,12.032,20,704,0.000274,3890,0.08
10.1063/1.3117943,0.00865,-110,0.1,Sr2Ti0.8Nb0.2O4,"solid state reaction, Ar",polycrystalline,700,2.48,42.3,5035,3261,2636,187,13.357,14,116,0.000141,12200,0.08
10.1063/1.3117943,0.00429,-98,0.16,Sr3Ti1.6Nb0.4O7,"solid state reaction, Ar",polycrystalline,700,2.72,40.72,5611,3187,2641,305,12.708,24,233,0.000225,9660,0.146
10.1063/1.3117943,0.00171,-110,0.5,Sr1Ti0.8Nb0.2O3,"solid state reaction, Ar",polycrystalline,700,4.92,38.5,6498,3072,2648,240.63,12.032,20,585,0.000708,12100,0.203
10.1063/1.3117943,0.013,-167,0.21,Sr2Ti0.8Nb0.2O4,"solid state reaction, Ar",polycrystalline,1000,1.92,42.3,5035,3261,2636,187,13.357,14,75,0.000209,27900,0.095
10.1063/1.3117943,0.00781,-158,0.32,Sr3Ti1.6Nb0.4O7,"solid state reaction, Ar",polycrystalline,1000,2.14,40.72,5611,3187,2641,305,12.708,24,128,0.00032,25000,0.146
10.1063/1.3117943,0.00256,-165,1.06,Sr1Ti0.8Nb0.2O3,"solid state reaction, Ar",polycrystalline,1000,3.14,38.5,6498,3072,2648,240.63,12.032,20,390,0.00106,27200,0.303
10.1063/1.3291563,0.00283,-92,0.09,Sr0.61Ba0.39Nb2O6,"Czochralski method, anneal PO<sub>2</sub> 10<sup>-14</sup>",single crystal,300,1.667,43.2,26540,5182,5061,610.4,13.564,45,354,0.000302,8540,0.155
10.1063/1.3291563,0.105,-186,0.00988,Sr0.61Ba0.39Nb2O6,"Czochralski method, anneal PO<sub>2</sub> 10<sup>-14</sup>",single crystal,300,1.667,43.2,26540,5182,5061,610.4,13.564,45,9.522,3.29E-05,34600,0.00418
10.1063/1.3291563,0.015,-194,0.1,Sr0.61Ba0.39Nb2O6,"Czochralski method, anneal PO<sub>2</sub> 10<sup>-14</sup>",single crystal,400,2.02,43.2,26540,5182,5061,610.4,13.564,45,68.4,0.000258,37600,0.033
10.1063/1.3291563,0.0014,-201,2.02,Sr0.61Ba0.39Nb2O6,"Czochralski method, anneal PO<sub>2</sub> 10<sup>-14</sup>",single crystal,700,2.172,43.2,26540,5182,5061,610.4,13.564,45,714,0.00289,40400,0.562
10.1063/1.348408,0.00133,128,0.37,Si0.79936Ge0.19984B0.0008,Vacuum hot pressed,polycrystalline,300,4.34,36.98,270800,4927,1352,169.78,21.222,8,750,0.00122,16300,0.126
10.1063/1.348408,0.00117,-123,0.39,Si0.7956Ge0.1989P0.0055,Vacuum hot pressed,polycrystalline,300,4.139,36.96,269600,4914,1369,169.78,21.222,8,855,0.00129,15100,0.151
10.1063/1.348408,0.00152,151,0.6,Si0.79936Ge0.19984B0.0008,Vacuum hot pressed,polycrystalline,400,4.145,36.98,270800,4927,1352,169.78,21.222,8,659,0.00151,22900,0.155
10.1063/1.348408,0.00134,-150,0.67,Si0.7956Ge0.1989P0.0055,Vacuum hot pressed,polycrystalline,400,4.229,36.96,269600,4914,1369,169.78,21.222,8,749,0.00169,22500,0.173
10.1063/1.348408,0.00218,210,1.41,Si0.79936Ge0.19984B0.0008,Vacuum hot pressed,polycrystalline,700,3.817,36.98,270800,4927,1352,169.78,21.222,8,458,0.00202,44000,0.205
10.1063/1.348408,0.00194,-231,1.92,Si0.7956Ge0.1989P0.0055,Vacuum hot pressed,polycrystalline,700,3.723,36.96,269600,4914,1369,169.78,21.222,8,515,0.00274,53300,0.236
10.1063/1.348408,0.00295,248,2.09,Si0.79936Ge0.19984B0.0008,Vacuum hot pressed,polycrystalline,1000,3.599,36.98,270800,4927,1352,169.78,21.222,8,339,0.00209,61600,0.23
10.1063/1.348408,0.0025,-281,3.16,Si0.7956Ge0.1989P0.0055,Vacuum hot pressed,polycrystalline,1000,3.666,36.96,269600,4914,1369,169.78,21.222,8,399,0.00316,79200,0.266
10.1063/1.3682585,0.0033,-102,0.09,Ba8Au5.14Si39.51,"melted, inert",polyrystalline,300,1.86,61.17,78590000,2988,1472,1132.02,20.963,54,303,0.000315,10400,0.119
10.1063/1.3682585,0.00234,106,0.14,Ba8Au5.59Si39.01,"melted, inert",polyrystalline,300,1.77,62.65,83530000,2930,1462,1132.02,20.963,54,427,0.000482,11300,0.177
10.1063/1.3682585,0.000617,46,0.1,Ba8Au6.10Si38.97,"melted, inert",polyrystalline,300,2.18,63.97,88490000,2876,1450,1132.02,20.963,54,1620,0.000347,2140,0.544
10.1063/1.3682585,0.00342,-118,0.16,Ba8Au5.14Si39.51,"melted, inert",polyrystalline,400,1.61,61.17,78590000,2988,1472,1132.02,20.963,54,292,0.000408,13900,0.177
10.1063/1.3682585,0.00253,126,0.25,Ba8Au5.59Si39.01,"melted, inert",polyrystalline,400,1.62,62.65,83530000,2930,1462,1132.02,20.963,54,395,0.000632,16000,0.238
10.1063/1.3682585,0.000702,57,0.19,Ba8Au6.10Si38.97,"melted, inert",polyrystalline,400,2.33,63.97,88490000,2876,1450,1132.02,20.963,54,1420,0.000463,3250,0.597
10.1063/1.3682585,0.00287,-98,0.24,Ba8Au5.14Si39.51,"melted, inert",polyrystalline,700,2.45,61.17,78590000,2988,1472,1132.02,20.963,54,348,0.000336,9650,0.243
10.1063/1.3682585,0.00275,136,0.47,Ba8Au5.59Si39.01,"melted, inert",polyrystalline,700,2.41,62.65,83530000,2930,1462,1132.02,20.963,54,364,0.000677,18600,0.258
10.1063/1.3682585,0.000789,77,0.52,Ba8Au6.10Si38.97,"melted, inert",polyrystalline,700,2.95,63.97,88490000,2876,1450,1132.02,20.963,54,1270,0.000749,5910,0.734
10.1063/1.4765358,0.0075,-200,0.16,Ti1Ni1Sn1,Magnetic levitation induction furnace,polycrystalline,300,7.72,75.09,236400,1861,1579,208.21,17.351,12,133,0.000533,40000,0.013
10.1063/1.4765358,0.0051,-245,0.47,Ti1Ni1Sn1,Magnetic levitation induction furnace,polycrystalline,400,6.72,75.09,236400,1861,1579,208.21,17.351,12,196,0.00118,60000,0.028
10.1063/1.4765358,0.00217,-233,1.75,Ti1Ni1Sn1,Magnetic levitation induction furnace,polycrystalline,700,5.51,75.09,236400,1861,1579,208.21,17.351,12,461,0.0025,54300,0.143
10.1063/1.4765358,0.0015,-155,1.6,Ti1Ni1Sn1,Magnetic levitation induction furnace,polycrystalline,1000,7.71,75.09,236400,1861,1579,208.21,17.351,12,667,0.0016,24000,0.211
10.1103/PhysRevB.59.192,0.073,218,0.02,La2Cu1O4,Solid state reaction,polycrystalline,300,,57.91,21230,6820,2462,338.06,12.074,28,13.8,6.52E-05,47300,
10.1103/PhysRevB.60.14057,0.249,69,0.000581,Sm1.7Ca0.3Mn1O3,"solid state reaction, air",polycrystalline,300,1.1,61.76,105900,6963,2537,219.13,10.956,20,4.018,1.94E-06,4820,0.00267
10.1103/PhysRevB.60.14057,0.00955,-33,0.00333,Sm0.5Ca0.5Mn1O3,"solid state reaction, air",polycrystalline,300,1.9,39.63,58430,4548,1956,219.13,10.956,20,105,1.11E-05,1060,0.04
10.1103/PhysRevB.60.14057,0.029,-358,0.13,Ca1Mn1O3,"solid state reaction, air",polycrystalline,300,16.23,28.6,398,1861,1276,206.97,10.348,20,35,0.000448,128000,0.00158
10.1103/PhysRevB.77.075203,0.00066,-43,0.08,Ba8Ga16Ge30,"Czochralski method, He",single crystal,300,1.7,81.36,356000,4753,2008,1254.12,23.224,54,1520,0.000277,1830,0.652
10.1103/PhysRevB.77.075203,0.000782,-50,0.09,Ba8Ga16Ge30,"solid state reaction, Ar",polycrystalline,300,1.52,81.36,356000,4753,2008,1254.12,23.224,54,1280,0.000315,2470,0.616
10.1103/PhysRevB.77.075203,0.00076,-56,0.16,Ba8Ga16Ge30,"Czochralski method, He",single crystal,400,1.63,81.36,356000,4753,2008,1254.12,23.224,54,1320,0.000412,3130,0.788
10.1103/PhysRevB.77.075203,0.0009,-62,0.17,Ba8Ga16Ge30,"solid state reaction, Ar",polycrystalline,400,1.42,81.36,356000,4753,2008,1254.12,23.224,54,1110,0.000429,3860,0.764
10.1103/PhysRevB.77.075203,0.00123,-102,0.6,Ba8Ga16Ge30,"Czochralski method, He",single crystal,700,1.62,81.36,356000,4753,2008,1254.12,23.224,54,813,0.00085,10500,0.857
10.1103/PhysRevB.77.075203,0.00161,-107,0.5,Ba8Ga16Ge30,"solid state reaction, Ar",polycrystalline,700,1.3,81.36,356000,4753,2008,1254.12,23.224,54,621,0.000716,11500,0.816
10.1103/PhysRevB.77.075203,0.00171,-142,1.18,Ba8Ga16Ge30,"Czochralski method, He",single crystal,1000,1.6,81.36,356000,4753,2008,1254.12,23.224,54,585,0.00118,20200,0.892
10.1103/PhysRevB.77.075203,0.00223,-144,0.94,Ba8Ga16Ge30,"solid state reaction, Ar",polycrystalline,1000,1.26,81.36,356000,4753,2008,1254.12,23.224,54,448,0.000935,20900,0.868
10.1103/PhysRevB.80.115103,0.587,295,0.00444,Cu1Rh1O2,"solid state reaction , air",polycrystalline,300,,49.61,518600000,2265,4717,140.56,11.713,12,1.704,1.48E-05,86900,
10.1103/PhysRevB.80.115103,0.131,261,0.02,Cu1Rh0.99Mg0.01O2,"solid state reaction , air",polycrystalline,300,,49.42,515400000,2263,4695,140.56,11.713,12,7.61,5.18E-05,68100,
10.1103/PhysRevB.80.115103,0.011,174,0.08,Cu1Rh0.96Mg0.04O2,"solid state reaction , air",polycrystalline,300,,48.83,505800000,2259,4627,140.56,11.713,12,90.9,0.000277,30400,
10.1103/PhysRevB.80.115103,0.00164,100,0.18,Cu1Rh0.9Mg0.1O2,"solid state reaction , air",polycrystalline,300,,47.65,485900000,2250,4486,140.56,11.713,12,610,0.000606,9940,
10.1103/PhysRevB.80.115103,0.219,275,0.01,Cu1Rh1O2,"solid state reaction , air",polycrystalline,400,,49.61,518600000,2265,4717,140.56,11.713,12,4.56,3.46E-05,75800,
10.1103/PhysRevB.80.115103,0.066,259,0.04,Cu1Rh0.99Mg0.01O2,"solid state reaction , air",polycrystalline,400,,49.42,515400000,2263,4695,140.56,11.713,12,15.2,0.000102,67100,
10.1103/PhysRevB.80.115103,0.011,188,0.13,Cu1Rh0.96Mg0.04O2,"solid state reaction , air",polycrystalline,400,,48.83,505800000,2259,4627,140.56,11.713,12,89.3,0.000315,35300,
10.1103/PhysRevB.80.115103,0.00196,115,0.27,Cu1Rh0.9Mg0.1O2,"solid state reaction , air",polycrystalline,400,,47.65,485900000,2250,4486,140.56,11.713,12,510,0.000675,13200,
10.1103/PhysRevB.80.115103,0.102,292,0.06,Cu1Rh1O2,"solid state reaction , air",polycrystalline,700,,49.61,518600000,2265,4717,140.56,11.713,12,9.775,8.36E-05,85500,
10.1103/PhysRevB.80.115103,0.046,283,0.12,Cu1Rh0.99Mg0.01O2,"solid state reaction , air",polycrystalline,700,,49.42,515400000,2263,4695,140.56,11.713,12,21.8,0.000175,80100,
10.1103/PhysRevB.80.115103,0.014,232,0.28,Cu1Rh0.96Mg0.04O2,"solid state reaction , air",polycrystalline,700,,48.83,505800000,2259,4627,140.56,11.713,12,73,0.000393,53800,
10.1103/PhysRevB.80.115103,0.00299,145,0.49,Cu1Rh0.9Mg0.1O2,"solid state reaction , air",polycrystalline,700,,47.65,485900000,2250,4486,140.56,11.713,12,334,0.000702,21000,
