doi,compound name,formula,group,organic,inorganic,iupac,dimensionality,sample type,code,level of theory,Exchange-correlation functional,k-point grid,level of relativity,basis set definition,numerical accuracy,synthesis starting materials,synthesis product,synthesis description,experimental method,experimental description
10.1016/j.synthmet.2015.11.028,bis(methylammonium) lead thiocyanate iodide,C4H12N4S2PbI2,"bis(methanaminium) di-S-thiocyanato di-iodoplumbate(II), (MA)2Pb(SCN)2I2, (CH3NH3)2Pb(SCN)2I2",CNH6,"Pb(SCN)2I2, Lead thiocyanate iodide",bis(methanaminium) lead (II) thiocyanate iodide,2,film,,,,,,,,"methylammonium iodide (MAI), lead thiocyanide (Pb(SCN)2), DMF, tetrahydrofuran (THF)",Red film,MAI and Pb(SCN)2 (2:1 molar ratio) were mixed into a DMF solution held at 60 degrees Celsius and stirred for 6 hours. A red-brown solid precipitated and was isolated by evaporating the solvent and then dissolving the solid in a tetrahydrofuran (THF) solution. The final product was then obtained by letting the solution evaporate at 50 degrees Celsius inside a vacuum for 24 hours.,UV-vis absorption spectroscopy,A Shimadzu UV-1800 spectrophotometer was used to measure the UV-vis absorption spectra over the range 200-800 nm at room temperature.
10.1016/j.synthmet.2015.11.028,bis(methylammonium) lead thiocyanate iodide,C4H12N4S2PbI2,"bis(methanaminium) di-S-thiocyanato di-iodoplumbate(II), (MA)2Pb(SCN)2I2, (CH3NH3)2Pb(SCN)2I2",CNH6,"Pb(SCN)2I2, Lead thiocyanate iodide",bis(methanaminium) lead (II) thiocyanate iodide,2,film,,,,,,,,"methylammonium iodide (MAI), lead thiocyanide (Pb(SCN)2), DMF, tetrahydrofuran (THF)",Red film,MAI and Pb(SCN)2 (2:1 molar ratio) were mixed into a DMF solution held at 60 degrees Celsius and stirred for 6 hours. A red-brown solid precipitated and was isolated by evaporating the solvent and then dissolving the solid in a tetrahydrofuran (THF) solution. The final product was then obtained by letting the solution evaporate at 50 degrees Celsius inside a vacuum for 24 hours.,Photoluminescence Spectroscopy,A Horiba Flurolog 3 was used to measure the PL emission spectra of the samples by exciting at 560 nm at room temperature.
10.1016/j.synthmet.2015.11.028,bis(methylammonium) lead thiocyanate iodide,C4H12N4S2PbI2,"bis(methanaminium) di-S-thiocyanato di-iodoplumbate(II), (MA)2Pb(SCN)2I2, (CH3NH3)2Pb(SCN)2I2",CNH6,"Pb(SCN)2I2, Lead thiocyanate iodide",bis(methanaminium) lead (II) thiocyanate iodide,2,film,,,,,,,,"methylammonium iodide (MAI), lead thiocyanide (Pb(SCN)2), DMF, tetrahydrofuran (THF)",Red film,MAI and Pb(SCN)2 (2:1 molar ratio) were mixed into a DMF solution held at 60 degrees Celsius and stirred for 6 hours. A red-brown solid precipitated and was isolated by evaporating the solvent and then dissolving the solid in a tetrahydrofuran (THF) solution. The final product was then obtained by letting the solution evaporate at 50 degrees Celsius inside a vacuum for 24 hours.,Photoluminescence Spectroscopy,A Horiba Flurolog 3 was used to measure the PL emission spectra of the samples by exciting at 560 nm at room temperature.
10.1021/acs.chemmater.0c01254.s001,Bis(phenethylammonium) tin bromide,(C6H5CH2CH2NH3)2SnBr4,"(PEA)2SnBr4, bis(phenethylaminium) tetrabromostannate(II)",C6H5CH2CH2NH3,"SnBr4, Tin bromide",bis(phenethylaminium) tin bromide,2,single crystal,,,,,,,,"SnBr2, C6H5CH2CH2NH3Br, HBr, H3PO2",yellow flake single crystals,Growing the single crystal through the slow cooling process from 100 °C to room temperature. 2.0 mmol of SnBr2 and 4.0 mmol of PEABr are dissolved in a mixture of HBr (3 mL) and H3PO2 (1 mL) after magnetic stirring and nitrogen flow for ∼5 min at 100 °C. The solution is slowly cooled from 100 °C to room temperature. The obtained yellow flake single crystals are washed using acetone and ethyl ether and then dried under reduced pressure.,single-crystal X-ray diffraction,A Rigaku XtaLAB Synergy-S diffractometer using a HyPix-6000HE Hybrid Photon Counting (HPC) detector and a dual Mo and Cu microfocus sealed X-ray source as well as a low-temperature Oxford Cryosystem 800 is utilized to collect single-crystal X-ray data.
10.1021/acs.chemmater.1c03492,Bis(3-iodopropylammonium) lead iodide,C6H18N2PbI6,"(I(CH2)3NH3)2PbI4, bis(3-iodopropylaminium) tetraiodoplumbate(II), Bis(PIA)PbI4, (IPA)2PbI4",C3H9NI,"PbI4, Lead iodide",bis(3-iodopropylaminium) lead (II) iodide,2,single crystal,,,,,,,,"PbO, HI (57% (w/w) in water), H3PO2 (50% (w/w) in water)",yellow plate-like crystals,"5 mmol PbO was dissolved in a solution of 40 mL HI and 5 mL of H3PO2 by sonicating in an ultrasonic bath sonicator for 10 min. The solution is cooled to ∼278 K using an ice−water bath. In this solution, 10 mmol H2N-(CH2)3-OH is added dropwise. The solution is stirred using a magnetic stirrer and heated for 30 min in an oil bath maintained at 383 K.  After 30 min, the heating and stirring are stopped, and the solution is kept undisturbed. After 12 hours, the precipitated crystals are separated by filtration with diethyl ether and dried in air.",Diffuse reflectance spectroscopy,The spectrum was recorded using a Shimadzu UV3600 plus UV−vis−NIR spectrophotometer with BaSO4 powder as a reference of 100% reflectance. The reflectance signal is converted to absorbance using the Kubelka−Munk function.
10.1021/acs.chemmater.1c03492,Ruddlesden-Popper,(RNH3)2(A)n−1MX3n+1,*,N/A,(A)n−1MX3n+1,,2,single crystal,,,,,,,,"PbO, HI (57% (w/w) in water), H3PO2 (50% (w/w) in water)",yellow plate-like crystals,"5 mmol PbO was dissolved in a solution of 40 mL HI and 5 mL of H3PO2 by sonicating in an ultrasonic bath sonicator for 10 min. The solution is cooled to ∼278 K using an ice−water bath. In this solution, 10 mmol H2N-(CH2)3-OH is added dropwise. The solution is stirred using a magnetic stirrer and heated for 30 min in an oil bath maintained at 383 K.  After 30 min, the heating and stirring are stopped, and the solution is kept undisturbed. After 12 hours, the precipitated crystals are separated by filtration with diethyl ether and dried in air.",Diffuse reflectance spectroscopy,The spectrum was recorded using a Shimadzu UV3600 plus UV−vis−NIR spectrophotometer with BaSO4 powder as a reference of 100% reflectance. The reflectance signal is converted to absorbance using the Kubelka−Munk function.
10.1021/acs.chemmater.1c04213,Bis(phenylethylammonium) lead iodide,C16H24N2PbI4,"bis(2-phenylethane-1-aminium) tetraiodoplumbate(II), Bisphenylethylammonium lead iodide, phenethylammonium lead iodide, (PEA)2PbI4, PEA2PbI4, (C6H5C2H4NH3)2PbI4, (C8H12N)2PbI4, (C8H9NH3)2PbI4, PEA lead iodide, (PEA)2 lead iodide",C8H12N,"PbI4, Lead iodide",bis(2-phenylethane-1-aminium) lead(II) iodide,2,film,,,,,,,,"phenethylammonium iodide (C8H12IN), lead iodide (PbI2)",thin film,"(PEA)I, amd PbI2 made up the target solution in 1:1 DMSO/MEG by volume. They were mechanically mixed until visibly dissolved in solvent, taking about 5 min. In a growth chamber, the solution is cooled to -196°C under vacuum. When frozen, the top layer is removed using an Er:YAG laser (2.94 μm). The laser rasters across the surface to sublimate the MEG, causing the precursor material to be ejected onto the substrate (2 cm × 2 cm of SiO2 glass) spinning 7 cm above. The substrate temperature is approximately 10 °C while in the growth chamber. Deposit time was 4 h. Samples remained in a load lock under turbo vacuum (2 × 10–5 Torr) for an hour afterwards. The annealed films were additionally annealed for 10 min on a hot plate in an N2 environment at 110°.",UV-vis absorption,UV−vis absorption spectra were acquired using a Shimadzu UV-3600 spectrophotometer. Samples of films on glass substrates were measured. Samples were kept in ambient air conditions.
10.1021/acs.chemmater.1c04213,Bis(phenylethylammonium) lead iodide,C16H24N2PbI4,"bis(2-phenylethane-1-aminium) tetraiodoplumbate(II), Bisphenylethylammonium lead iodide, phenethylammonium lead iodide, (PEA)2PbI4, PEA2PbI4, (C6H5C2H4NH3)2PbI4, (C8H12N)2PbI4, (C8H9NH3)2PbI4, PEA lead iodide, (PEA)2 lead iodide",C8H12N,"PbI4, Lead iodide",bis(2-phenylethane-1-aminium) lead(II) iodide,2,film,,,,,,,,"phenethylammonium iodide (C8H12IN), lead iodide (PbI2)",thin film,"(PEA)I, amd PbI2 made up the target solution in 1:1 DMSO/MEG by volume. They were mechanically mixed until visibly dissolved in solvent, taking about 5 min. In a growth chamber, the solution is cooled to -196°C under vacuum. When frozen, the top layer is removed using an Er:YAG laser (2.94 μm). The laser rasters across the surface to sublimate the MEG, causing the precursor material to be ejected onto the substrate (2 cm × 2 cm of SiO2 glass) spinning 7 cm above. The substrate temperature is approximately 10 °C while in the growth chamber. Deposit time was 4 h. Samples remained in a load lock under turbo vacuum (2 × 10–5 Torr) for an hour afterwards. The annealed films were additionally annealed for 10 min on a hot plate in an N2 environment at 110°.",UV-vis photoluminescence,PL spectroscopy measurements were taken using a HORIBA Jobin Yvon LabRam ARAMIS system. All films were excited using a 325 HeCd laser source with a 1% filter. Samples were kept in ambient air conditions.
10.1021/acs.chemmater.1c04213,Bis(phenylethylammonium) lead bromide,C16H24N2PbBr4,"bis(2-phenylethan-1-aminium) tetrabromoplumbate(II), (PEA)2PbBr4, (C6H5C2H4NH3)2PbBr4, (C8H12N)2PbBr4, PEA lead bromide, (PEA) lead bromide",C8H12N,"PbBr4, Lead bromide",bis(2-phenylethan-1-aminium) lead(II) bromide,2,film,,,,,,,,"phenethylammonium bromide (C8H12BrN), lead bromide (PbBr2)",Thin film of (C12H25NH3)2PbBr4,"(PEA)Br and PbBr2 made up the target solution in 1:1 DMSO/MEG by volume. They were mechanically mixed until visibly dissolved in solvent, taking about 5 min. In a growth chamber, the solution is cooled to -196°C under vacuum. When frozen, the top layer is removed using an Er:YAG laser (2.94 μm). The laser rasters across the surface to sublimate the MEG, causing the precursor material to be ejected onto the substrate (2 cm × 2 cm of SiO2 glass) spinning 7 cm above. The substrate temperature is approximately 10 °C while in the growth chamber. Deposit time was 4 h. Samples remained in a load lock under turbo vacuum (2 × 10–5 Torr) for an hour afterwards. The annealed films were additionally annealed for 10 min on a hot plate in an N2 environment at 110°.",UV-Vis absorption,UV−vis absorption spectra were acquired using a Shimadzu UV-3600 spectrophotometer. Samples of films on glass substrates were measured. Samples were kept in ambient air conditions.
10.1021/acs.chemmater.1c04213,Bis(phenylethylammonium) lead bromide,C16H24N2PbBr4,"bis(2-phenylethan-1-aminium) tetrabromoplumbate(II), (PEA)2PbBr4, (C6H5C2H4NH3)2PbBr4, (C8H12N)2PbBr4, PEA lead bromide, (PEA) lead bromide",C8H12N,"PbBr4, Lead bromide",bis(2-phenylethan-1-aminium) lead(II) bromide,2,film,,,,,,,,"phenethylammonium bromide (C8H12BrN), lead bromide (PbBr2)",Thin film of (C12H25NH3)2PbBr4,"(PEA)Br and PbBr2 made up the target solution in 1:1 DMSO/MEG by volume. They were mechanically mixed until visibly dissolved in solvent, taking about 5 min. In a growth chamber, the solution is cooled to -196°C under vacuum. When frozen, the top layer is removed using an Er:YAG laser (2.94 μm). The laser rasters across the surface to sublimate the MEG, causing the precursor material to be ejected onto the substrate (2 cm × 2 cm of SiO2 glass) spinning 7 cm above. The substrate temperature is approximately 10 °C while in the growth chamber. Deposit time was 4 h. Samples remained in a load lock under turbo vacuum (2 × 10–5 Torr) for an hour afterwards. The annealed films were additionally annealed for 10 min on a hot plate in an N2 environment at 110°.",UV-Vis absorption,PL spectroscopy measurements were taken using a HORIBA Jobin Yvon LabRam ARAMIS system. All films were excited using a 325 HeCd laser source with a 1% filter. Samples were kept in ambient air conditions.
10.1021/acs.chemmater.1c04213,Bis(phenethylammonium) lead iodide(1-x) bromide(x): x = 0.25,PEA2Pb(I(1-x)Br(x))4 with x = 0.25,"PEA2 lead iodide bromide, PEAPbIBr, PEA2PbIBr",C8NH12,Pb(I(1-x)Br(x))4,bis(phenethylaminium) lead (II) iodide bromide,2,film,,,,,,,,"phenethylammonium iodide (C8H12IN), phenethylammonium bromide (C8H12BrN), lead iodide (PbI2), lead bromide (PbBr2)",thin film,"(PEA)I, (PEA)Br, PbI2, and PbBr2 made up the target solution in 1:1 DMSO/MEG by volume. They were mechanically mixed until visibly dissolved in solvent, taking about 5 min. In a growth chamber, the solution is cooled to -196°C under vacuum. When frozen, the top layer is removed using an Er:YAG laser (2.94 μm). The laser rasters across the surface to sublimate the MEG, causing the precursor material to be ejected onto the substrate (2 cm × 2 cm of SiO2 glass) spinning 7 cm above. The substrate temperature is approximately 10 °C while in the growth chamber. Deposit time was 4 h. Samples remained in a load lock under turbo vacuum (2 × 10–5 Torr) for an hour afterwards. The annealed films were additionally annealed for 10 min on a hot plate in an N2 environment at 110°.",UV−vis Absorption,UV−vis absorption spectra were acquired using a Shimadzu UV-3600 spectrophotometer. Samples of films on glass substrates were measured. Samples were kept in ambient air conditions.
10.1021/acs.chemmater.1c04213,Bis(phenethylammonium) lead iodide(1-x) bromide(x): x = 0.5,PEA2Pb(I(1-x)Br(x))4 with x = 0.5,"PEA2 lead iodide bromide, PEAPbIBr, PEA2PbIBr",C8NH12,Pb(I0.5Br0.5)4,bis(phenethylaminium) lead (II) iodide bromide,2,film,,,,,,,,"phenethylammonium iodide (C8H12IN), phenethylammonium bromide (C8H12BrN), lead iodide (PbI2), lead bromide (PbBr2)",thin film,"(PEA)I, (PEA)Br, PbI2, and PbBr2 made up the target solution in 1:1 DMSO/MEG by volume. They were mechanically mixed until visibly dissolved in solvent, taking about 5 min. In a growth chamber, the solution is cooled to -196°C under vacuum. When frozen, the top layer is removed using an Er:YAG laser (2.94 μm). The laser rasters across the surface to sublimate the MEG, causing the precursor material to be ejected onto the substrate (2 cm × 2 cm of SiO2 glass) spinning 7 cm above. The substrate temperature is approximately 10 °C while in the growth chamber. Deposit time was 4 h. Samples remained in a load lock under turbo vacuum (2 × 10–5 Torr) for an hour afterwards. The annealed films were additionally annealed for 10 min on a hot plate in an N2 environment at 110°.",UV−vis absorption,UV−vis absorption spectra were acquired using a Shimadzu UV-3600 spectrophotometer. Samples of films on glass substrates were measured. Samples were kept in ambient air conditions.
10.1021/acs.chemmater.1c04213,Bis(phenethylammonium) lead iodide(1-x) bromide(x): x = 0.75,PEA2Pb(I(1-x)Br(x))4 with x = 0.75,"PEA2 lead iodide bromide, PEAPbIBr, PEA2PbIBr",C8NH12,Pb(I0.25Br0.75)4,bis(phenethylaminium) lead (II) iodide bromide,2,film,,,,,,,,"phenethylammonium iodide (C8H12IN), phenethylammonium bromide (C8H12BrN), lead iodide (PbI2), lead bromide (PbBr2)",thin film,"(PEA)I, (PEA)Br, PbI2, and PbBr2 made up the target solution in 1:1 DMSO/MEG by volume. They were mechanically mixed until visibly dissolved in solvent, taking about 5 min. In a growth chamber, the solution is cooled to -196°C under vacuum. When frozen, the top layer is removed using an Er:YAG laser (2.94 μm). The laser rasters across the surface to sublimate the MEG, causing the precursor material to be ejected onto the substrate (2 cm × 2 cm of SiO2 glass) spinning 7 cm above. The substrate temperature is approximately 10 °C while in the growth chamber. Deposit time was 4 h. Samples remained in a load lock under turbo vacuum (2 × 10–5 Torr) for an hour afterwards. The annealed films were additionally annealed for 10 min on a hot plate in an N2 environment at 110°.",UV−vis absorption,UV−vis absorption spectra were acquired using a Shimadzu UV-3600 spectrophotometer. Samples of films on glass substrates were measured. Samples were kept in ambient air conditions.
10.1021/acs.chemmater.5b04231,Cesium silver bismuth chloride,Cs2AgBiCl6,Dicesium trichloroargentate(I) µ-dichloro trichlorobismuthate(III),None,"Cs2AgBiCl6, Cesium silver(I) bismuth(III) chloride",,3,bulk polycrystalline,,,,,,,,"Cs2CO3 (99+%, Strem Chemicals), HCl (Sigma-Aldrich, 37%), AgNO3 (99.9+%, Alfa Aesar), NaCl (ACS Reagent, GFS Chemicals), BiCl3 (≥98%, Aldrich)",Polycrystalline Cs2AgBiCl6,"Cs2CO3 was reacted with HCl to prepare CsCl. The solution was evaporated, and the resulting solids were filtered and washed with ethanol. AgCl was precipitated by mixing aqueous solutions of AgNO3 and NaCl. 
Then, 8 mL of 12.1 M HCl and 2 mL of a 50% solution of H3PO2 were mixed and heated to 120 °C. To it, 1.89 mmol of AgCl and an equal amount of BiCl3 were added. When dissolved, 3.78 mmol of CsCl was added. The precipitate was collected [possibly after cooling down the solution to room temperature] on filter paper, washed with ethanol, and dried overnight.",X-ray Powder Diffraction,"Powder XRD data were collected on a Bruker D8 powder diffractometer (40 kV, 50 mA, sealed Cu X-ray tube) equipped with an incident beam Ge 111 monochromator and Lynx Eye position-sensitive detector."
10.1021/acs.chemmater.5b04231,Cesium silver bismuth bromide,Cs2AgBiBr6,Dicesium tribromoargentate(I) tribromobismuthate(III),None,AgBiBr6,,3,bulk polycrystalline,,,,,,,,"Cs2CO3 (99+%, Strem Chemicals), HBr (Fluka, ≥48%), AgNO3 (99.9+%, Alfa Aesar), KBr (99+%, Alfa Aesar), Bi2O3 (≥99.0%, J.T. Baker)",Polycrystalline Cs2AgBiCl6,"Cs2CO3 was reacted with HBr to prepare CsBr. The solution was evaporated, and the resulting solids were filtered and washed with ethanol. AgBr was precipitated by mixing aqueous solutions of AgNO3 and KBr. BiBr3 was prepared by reacting Bi2O3 with HBr. The mixture was heated until fully dissolved, evaporated to dryness, and then filtered and washed with ethanol. 
Then, 8 mL of 8.84 M HBr and 2 mL of a 50% solution of H3PO2 were mixed and heated to 120 °C. To it, 1.41 mmol of AgBr and an equal amount of BiBr3 were added. When dissolved, 2.82 mmol of CsBr was added. The precipitate was collected [possibly after cooling down the solution to room temperature] on filter paper, washed with ethanol, and dried overnight.",X-ray Powder Diffraction,"Powder XRD data were collected on a Bruker D8 powder diffractometer (40 kV, 50 mA, sealed Cu X-ray tube) equipped with an incident beam Ge 111 monochromator and Lynx Eye position-sensitive detector."
